gene1,gene2,score
negative,CDKN1A,-0.269488894
PTPN12,CBL,-0.269483383
UBASH3B,PTPN12,-0.269471594
BCR,CITED1,-0.269466633
ZBTB25,BCL2L11,-0.26944471
POU3F2,KIF18B,-0.269434048
PLEKHO2,EGR1,-0.26943038
CBL,GLB1L2,-0.269424986
TBX3,CNN1,-0.26942276
KIAA1804,BCR,-0.269420907
CBFA2T3,PTPN12,-0.26939141
ARRDC3,FEV,-0.269382159
CLDN6,PTPN12,-0.26937999
TBX3,HNF4A,-0.269379089
FOXA1,negative,-0.269375984
STIL,RREB1,-0.269325466
BCORL1,AHR,-0.269292417
CLDN6,MAPK1,-0.269278384
TGFBR2,BPGM,-0.269273635
GLB1L2,UBASH3B,-0.269271575
FOSB,SET,-0.269267213
SAMD1,FOXF1,-0.269260883
FOXA3,SLC6A9,-0.269256002
KIAA1804,negative,-0.269243938
MAP7D1,S1PR2,-0.269238894
ARRDC3,MAP4K3,-0.269236762
FOXA1,TBX2,-0.269225544
KIF18B,TBX2,-0.269211586
negative,FOXL2,-0.269196731
negative,COL2A1,-0.269183674
SLC38A2,HNF4A,-0.269172153
SET,DLX2,-0.269156438
FOXL2,DLX2,-0.269156006
SLC38A2,POU3F2,-0.269147848
NIT1,ZBTB1,-0.269092667
FOXA3,TMSB4X,-0.269075594
TBX3,CNNM4,-0.269061816
POU3F2,PTPN12,-0.269055858
HOXB9,CEBPB,-0.269038638
CDKN1B,GCH1,-0.269029573
SNAI1,KLF1,-0.26902734
OSR2,negative,-0.269020531
PLEKHO2,OSR2,-0.269014047
BPGM,FEV,-0.268998601
LHX1,SLC6A9,-0.268980498
CNNM4,KIAA1804,-0.268976396
BCL2L11,NCL,-0.268974141
KIF18B,ZBTB25,-0.268957724
PTPN13,ARID1A,-0.268954244
NIT1,C19orf26,-0.268952892
ZBTB25,MIDN,-0.268936089
ZC3HAV1,ATL1,-0.268929265
negative,IGDCC3,-0.268902643
ZNF318,MIDN,-0.268873201
SET,PLK4,-0.26886676
FOXL2,NCL,-0.268813762
KIF18B,OSR2,-0.268805381
MAP2K3,SNAI1,-0.268793333
FOXA1,UBASH3A,-0.268788516
FOXF1,CBFA2T3,-0.268778208
POU3F2,BPGM,-0.26876552
NIT1,TMEM173,-0.268759251
C19orf26,C19orf26,-0.268753897
NIT1,negative,-0.268733018
NCL,MEIS1,-0.268731788
AHR,TBX2,-0.268729412
TBX2,JUN,-0.268726416
PTPN1,TBX3,-0.268725539
KIF2C,CITED1,-0.268666222
GLB1L2,CKS1B,-0.26864872
HK2,FEV,-0.268643263
GCH1,PTPN13,-0.268634518
CELF2,CDKN1A,-0.268621078
CKS1B,HOXB9,-0.268615778
ZBTB1,ETS2,-0.268612597
CKS1B,PLK4,-0.268610311
MAP7D1,SGK1,-0.268598122
CBL,CNNM4,-0.268589084
LHX1,MEIS1,-0.268582826
CNNM4,NCL,-0.268574972
KMT2A,BPGM,-0.268570759
negative,DLX2,-0.268567269
KIF2C,DLX2,-0.268559507
CDKN1B,PTPN12,-0.268558161
ZBTB25,ARRDC3,-0.268556743
ZBTB25,FOXF1,-0.268556431
RUNX1T1,CLDN6,-0.268504107
BPGM,CDKN1B,-0.268493464
SNAI1,SLC6A9,-0.268491691
negative,CDKN1B,-0.268476532
PTPN1,BCL2L11,-0.2684737
MEIS1,LYL1,-0.268471214
POU3F2,PTPN12,-0.268470212
ZBTB1,C19orf26,-0.26844594
HOXB9,MAP4K5,-0.268445535
PLK4,negative,-0.268439893
SNAI1,MAP2K6,-0.268437415
TBX3,IRF1,-0.268432161
MIDN,IRF1,-0.268408374
TSC22D1,JUN,-0.268397844
KIF2C,S1PR2,-0.26839416
ISL2,NCL,-0.268355163
CITED1,LHX1,-0.26834463
BCR,IER5L,-0.268321592
negative,RREB1,-0.26830751
CBFA2T3,TSC22D1,-0.268301552
KIAA1804,negative,-0.268287997
MAP2K6,BAK1,-0.268285133
CNNM4,PRTG,-0.268285057
ELMSAN1,ATL1,-0.268281025
PTPN12,FOXA3,-0.268249787
PLK4,RUNX1T1,-0.268232842
ZBTB25,CLDN6,-0.268224964
TMSB4X,CDKN1A,-0.268223
ZBTB1,negative,-0.268218967
CBFA2T3,CNNM4,-0.2682174
EGR1,EGR1,-0.268190618
FOXA1,RUNX1T1,-0.268145878
PRTG,PTPN13,-0.26813992
TBX3,OSR2,-0.268123153
TSC22D1,NIT1,-0.268112999
RREB1,KLF1,-0.268101527
MAP4K5,TGFBR2,-0.268093903
SLC38A2,FOXA1,-0.268087868
MEIS1,SET,-0.268080046
BCR,NIT1,-0.268075809
CSRNP1,HOXC13,-0.268042928
MAP7D1,ARRDC3,-0.268023516
TBX2,DLX2,-0.268003003
LHX1,OSR2,-0.26799544
LHX1,ELMSAN1,-0.267993388
ETS2,BCORL1,-0.267989657
PTPN13,IER5L,-0.26792123
DLX2,negative,-0.267913276
negative,FOXA1,-0.267901539
C19orf26,ARRDC3,-0.267880522
COL2A1,MAML2,-0.267876951
CELF2,BCL2L11,-0.267870285
FOSB,MAP7D1,-0.267821453
CDKN1B,TBX3,-0.267803199
KIF18B,UBASH3B,-0.267788913
BPGM,LHX1,-0.267787478
NIT1,KIAA1804,-0.267772737
BCORL1,SGK1,-0.267771541
CDKN1C,CEBPB,-0.267724059
negative,CDKN1C,-0.267718888
MAPK1,DLX2,-0.267715973
negative,ZBTB10,-0.267703573
RREB1,TMSB4X,-0.267702122
HK2,ARRDC3,-0.267700674
FOSB,ARRDC3,-0.267668838
FOXA1,EGR1,-0.267667319
TBX3,KMT2A,-0.267663637
GLB1L2,FOXA3,-0.267662049
ZBTB25,CBFA2T3,-0.267624376
JUN,MAP7D1,-0.267617629
TBX3,PTPN13,-0.26761465
CBFA2T3,BPGM,-0.267569523
CSRNP1,FOXO4,-0.267568146
HOXB9,TSC22D1,-0.267564944
PRTG,CELF2,-0.267534885
ATL1,BCR,-0.267525707
GCH1,DUSP9,-0.267519849
ZBTB1,PTPN9,-0.267480655
ZBTB25,BAK1,-0.267469608
FOXA1,UBASH3B,-0.267468458
HK2,NIT1,-0.267459733
DLX2,ZBTB25,-0.267457492
PTPN9,KIAA1804,-0.267454634
KIF18B,LYL1,-0.267429408
MAP4K5,JUN,-0.267374734
BPGM,CLDN6,-0.267366421
BPGM,CNN1,-0.267363554
CSRNP1,RHOXF2B,-0.267359866
ZBTB25,FOXA3,-0.267345046
PTPN12,CDKN1A,-0.267336006
CEBPB,KIAA1804,-0.267330648
BCORL1,COL1A1,-0.267301369
TGFBR2,CNNM4,-0.267292915
C19orf26,MCOLN3,-0.267292264
CNNM4,PEG10,-0.267279292
ELMSAN1,BAK1,-0.267248117
PTPN12,BAK1,-0.267247514
C19orf26,MAP4K5,-0.267225743
CBFA2T3,ZBTB25,-0.267209027
ETS2,ARRDC3,-0.267191824
CDKN1A,PEG10,-0.26717939
CBL,MEIS1,-0.267167306
TMEM173,KIF18B,-0.267163986
C19orf26,CNN1,-0.267147121
BCORL1,UBASH3B,-0.267051073
CNN1,CBFA2T3,-0.267045737
OSR2,GCH1,-0.267024789
TBX3,TBX3,-0.266987573
TMSB4X,JUN,-0.266962947
OSR2,HNF4A,-0.266952257
CSRNP1,IGDCC3,-0.266948285
MAPK1,CDKN1B,-0.266940815
CDKN1C,GCH1,-0.266913822
MAP7D1,FOXA1,-0.266883594
DUSP9,RUNX1T1,-0.266883209
SET,FOXL2,-0.266876792
ATL1,EGR1,-0.266859199
JUN,SET,-0.266837707
MAPK1,BPGM,-0.266785183
GLB1L2,CLDN6,-0.266762683
SLC6A9,SLC4A1,-0.266760426
BCR,CDKN1A,-0.266754214
EGR1,OSR2,-0.266747695
CDKN1A,KMT2A,-0.266738732
LYL1,TGFBR2,-0.266728144
RREB1,negative,-0.266718854
C19orf26,CKS1B,-0.266714497
ISL2,UBASH3A,-0.266705323
SAMD1,MAML2,-0.266684269
MEIS1,UBASH3A,-0.26668116
CEBPE,ETS2,-0.266680586
CSRNP1,IGDCC3,-0.266676215
GCH1,DLX2,-0.266674119
RUNX1T1,POU3F2,-0.266670838
CSRNP1,ATL1,-0.266650385
LYL1,GLB1L2,-0.266650363
SLC4A1,CSRNP1,-0.266616949
PLK4,negative,-0.26661528
CNNM4,S1PR2,-0.26659775
MAPK1,MAPK1,-0.266591573
TMEM173,SET,-0.266557607
CDKN1B,TSC22D1,-0.266554011
MAPK1,CNNM4,-0.26654583
CLDN6,HK2,-0.26653113
FEV,RUNX1T1,-0.266515529
CDKN1A,negative,-0.266511967
CITED1,SET,-0.26649293
KMT2A,CDKN1B,-0.26646673
S1PR2,EGR1,-0.266458538
CBL,CBFA2T3,-0.266438499
KIF18B,LYL1,-0.266425759
MIDN,RUNX1T1,-0.266418562
TMSB4X,IGDCC3,-0.266399998
BCORL1,EGR1,-0.266391593
NCL,FOXA3,-0.266382358
S1PR2,CDKN1B,-0.266378549
PLEKHO2,C19orf26,-0.266371279
HOXB9,TMSB4X,-0.266358092
S1PR2,POU3F2,-0.26635467
UBASH3B,BPGM,-0.266315505
UBASH3A,PTPN12,-0.26630298
ZBTB1,LYL1,-0.266286244
MAP7D1,BCL2L11,-0.26628165
POU3F2,GLB1L2,-0.266258227
PTPN9,CNN1,-0.266252449
PTPN12,CDKN1B,-0.266249494
MAPK1,PLEKHO2,-0.266247406
NIT1,PTPN9,-0.266242223
KLF1,CEBPB,-0.266195445
BCORL1,ZBTB10,-0.266194453
CBL,FEV,-0.266188258
LYL1,FOXA3,-0.266186007
POU3F2,S1PR2,-0.266185493
IKZF3,ZC3HAV1,-0.2661824
TGFBR2,LYL1,-0.266146307
IGDCC3,CSRNP1,-0.266145571
MAP4K5,HNF4A,-0.266136155
EGR1,FOXF1,-0.266135349
ATL1,MAP2K6,-0.266130952
MAP7D1,RHOXF2B,-0.266102917
SET,CNN1,-0.26610179
UBASH3B,C19orf26,-0.266095734
DLX2,PTPN1,-0.266087626
KIF2C,FOXF1,-0.26608359
ARRDC3,CLDN6,-0.26603515
CITED1,negative,-0.266028206
ARRDC3,OSR2,-0.266027217
BPGM,CKS1B,-0.266027131
LHX1,KMT2A,-0.265987934
negative,DLX2,-0.265971768
negative,HNF4A,-0.265961511
HOXB9,MAP7D1,-0.265957926
CKS1B,POU3F2,-0.265949314
TSC22D1,PTPN1,-0.265948599
ZC3HAV1,CEBPB,-0.265918724
TBX3,RREB1,-0.265918684
ZNF318,CDKN1C,-0.265905832
SLC38A2,HOXB9,-0.26590576
BPGM,BPGM,-0.265893104
CNNM4,C19orf26,-0.265887903
UBASH3A,GLB1L2,-0.265883743
TBX3,NCL,-0.265868179
UBASH3B,SET,-0.265866992
KIF18B,negative,-0.265858145
PTPN9,CBL,-0.265838413
CBL,ZBTB1,-0.265824619
HOXA13,ZC3HAV1,-0.265785332
FOXL2,NIT1,-0.265777375
BCORL1,SET,-0.265766568
STIL,CSRNP1,-0.265715557
PTPN9,PRTG,-0.265698951
CDKN1B,negative,-0.265680339
ZNF318,SAMD1,-0.265662315
ARID1A,HK2,-0.265647549
MAP4K3,PRTG,-0.265620608
IGDCC3,BCR,-0.265590797
ZNF318,CDKN1B,-0.265560854
PLEKHO2,HK2,-0.265549064
negative,NIT1,-0.265527562
PTPN13,HNF4A,-0.265514276
KIAA1804,ZBTB25,-0.265487437
NIT1,PLK4,-0.265469868
NIT1,ZBTB25,-0.265451364
NCL,FOXL2,-0.265438308
CSRNP1,CDKN1C,-0.265436412
GCH1,FOXA1,-0.265425239
GLB1L2,MEIS1,-0.265394842
UBASH3A,SGK1,-0.265389653
negative,PLEKHO2,-0.265384747
MEIS1,ZNF318,-0.265380587
negative,CDKN1B,-0.265359154
CNNM4,NIT1,-0.265350418
GLB1L2,CNN1,-0.265333669
MAML2,IGDCC3,-0.265326109
ZBTB25,NCL,-0.265323683
CKS1B,HK2,-0.265301346
BPGM,HK2,-0.265290941
SLC6A9,CDKN1C,-0.265279968
BCORL1,IGDCC3,-0.26527254
SET,MAP7D1,-0.26526629
DLX2,negative,-0.265265728
KIF2C,TSC22D1,-0.265252042
CDKN1A,TMEM173,-0.265240703
negative,FOXA1,-0.265217876
FOXF1,ZBTB1,-0.265201548
negative,CDKN1C,-0.26518575
CLDN6,S1PR2,-0.265179172
GLB1L2,RREB1,-0.26516062
negative,FOXA1,-0.265155747
IRF1,CEBPB,-0.265126603
KIAA1804,PTPN13,-0.265124071
SGK1,negative,-0.265122704
negative,PLEKHO2,-0.265073363
PTPN1,S1PR2,-0.265055502
negative,SGK1,-0.265038229
EGR1,PRTG,-0.265033892
negative,CLDN6,-0.265010882
KIF18B,CITED1,-0.265005534
HK2,POU3F2,-0.264992159
S1PR2,SAMD1,-0.264980822
CDKN1A,PTPN13,-0.264957086
negative,ARID1A,-0.264950635
UBASH3B,CBFA2T3,-0.264950567
ZBTB1,HK2,-0.264946178
negative,CDKN1B,-0.264934588
HOXB9,MAP2K6,-0.26491163
CKS1B,SNAI1,-0.264910983
LHX1,negative,-0.264907545
KIAA1804,MAP2K3,-0.264874551
DUSP9,MAML2,-0.264853846
KIAA1804,TBX3,-0.264833782
negative,DLX2,-0.26483083
MAP2K3,SNAI1,-0.264809387
GCH1,COL2A1,-0.264805351
NIT1,MAPK1,-0.264782004
EGR1,SET,-0.264775753
BCORL1,OSR2,-0.264765269
CSRNP1,COL2A1,-0.264762047
UBASH3A,BCL2L11,-0.264747457
BCR,CEBPE,-0.264743707
TMEM173,POU3F2,-0.264710807
RREB1,BPGM,-0.264710075
ZBTB25,JUN,-0.264703585
PEG10,PTPN1,-0.264695092
MAP2K6,JUN,-0.264689054
PLK4,PTPN12,-0.264683239
C19orf26,ZBTB1,-0.264674264
IGDCC3,RUNX1T1,-0.264653744
IGDCC3,negative,-0.264652827
PTPN1,STIL,-0.26463335
LHX1,ZNF318,-0.264627576
CEBPB,CDKN1A,-0.264625157
LHX1,CBL,-0.2646149
SAMD1,BPGM,-0.264607263
FEV,LYL1,-0.2646001
ZBTB25,CNN1,-0.264584376
CDKN1B,PTPN13,-0.264558521
PTPN12,MAPK1,-0.264548029
STIL,KIF18B,-0.264546188
SET,RUNX1T1,-0.26453023
ZBTB25,CDKN1A,-0.264522663
SAMD1,ELMSAN1,-0.264513868
negative,SAMD1,-0.26451299
LHX1,TSC22D1,-0.264473762
CNNM4,HOXB9,-0.264463339
MAPK1,RREB1,-0.264458551
UBASH3A,KIF18B,-0.264454217
KIF2C,KMT2A,-0.264425007
ZBTB1,BCORL1,-0.264405324
BAK1,TMSB4X,-0.264344254
CNN1,C19orf26,-0.264328442
KIF18B,CITED1,-0.264328442
FOXO4,BCR,-0.264328081
TMEM173,KIF18B,-0.264311114
JUN,TMEM173,-0.264304812
LHX1,TGFBR2,-0.264281487
SLC6A9,CDKN1A,-0.264275476
SAMD1,FOXL2,-0.264252452
IER5L,CSRNP1,-0.264226296
KIF2C,BCL2L11,-0.264221244
BCR,MIDN,-0.264214368
TGFBR2,CDKN1A,-0.264212657
PRDM1,CSRNP1,-0.264189059
CBL,UBASH3A,-0.264173358
ISL2,CEBPB,-0.264138287
LYL1,KIAA1804,-0.264115403
C19orf26,CDKN1B,-0.264105411
UBASH3B,LHX1,-0.264100232
KMT2A,GLB1L2,-0.26409648
LHX1,ETS2,-0.26405318
MAP2K6,KIF18B,-0.264052895
negative,IGDCC3,-0.264030803
SET,negative,-0.264029597
FOXL2,ZBTB1,-0.264016381
FOXA3,ETS2,-0.264008266
JUN,MAP2K3,-0.264001204
CDKN1B,TMSB4X,-0.263991997
ELMSAN1,COL2A1,-0.263985248
ISL2,FOSB,-0.263979843
MAP2K3,HOXA13,-0.26397548
ETS2,BCL2L11,-0.263974482
IGDCC3,FEV,-0.263967835
PLK4,MAP4K5,-0.263965916
STIL,MAP2K6,-0.263954586
NIT1,GCH1,-0.263928967
DLX2,MAP2K6,-0.26390939
negative,IER5L,-0.263907753
negative,DLX2,-0.263898652
FEV,NCL,-0.263861558
STIL,MEIS1,-0.263829068
NCL,KIF18B,-0.263798211
PTPN13,CITED1,-0.26376869
OSR2,C19orf26,-0.263766223
CLDN6,negative,-0.263759446
MEIS1,HK2,-0.263756667
KIF18B,FOSB,-0.263748226
FOXA3,TSC22D1,-0.263737164
GLB1L2,CELF2,-0.263736662
KMT2A,KIF2C,-0.263699886
HNF4A,CNNM4,-0.263690317
ZBTB25,POU3F2,-0.263668963
CDKN1A,PTPN9,-0.263651476
TBX2,UBASH3B,-0.263634854
POU3F2,CITED1,-0.263633815
KIF2C,FOXL2,-0.263630938
PTPN1,ZNF318,-0.26362739
DUSP9,MAP2K3,-0.263625293
GLB1L2,SAMD1,-0.263623321
RUNX1T1,PLEKHO2,-0.263622361
CBL,HK2,-0.2636215
LHX1,PTPN12,-0.263616302
PTPN12,CBL,-0.263611086
CDKN1A,S1PR2,-0.263609379
EGR1,FOXA1,-0.263574981
TMSB4X,SLC4A1,-0.263574223
BPGM,POU3F2,-0.263567749
KIF18B,FOSB,-0.263563026
C19orf26,KIF2C,-0.263555656
CITED1,SLC38A2,-0.263549687
HOXA13,CSRNP1,-0.263546987
TSC22D1,CEBPB,-0.263538352
NCL,OSR2,-0.263537861
CNN1,KIF18B,-0.263529006
LYL1,MIDN,-0.263506692
FOXA1,UBASH3B,-0.263502371
KIF18B,MAP4K5,-0.263502352
MEIS1,ZNF318,-0.263501368
FOXL2,KIAA1804,-0.263491272
PRTG,negative,-0.263463719
POU3F2,PTPN9,-0.26344399
ZBTB25,TBX3,-0.263438289
PTPN9,ZBTB1,-0.263393015
KLF1,COL2A1,-0.263389769
OSR2,BCR,-0.263347261
BCL2L11,ARID1A,-0.26333466
KIF18B,BPGM,-0.263327602
OSR2,MCOLN3,-0.263319165
NIT1,STIL,-0.263308053
ZBTB25,HK2,-0.263287506
CLDN6,negative,-0.26328289
UBASH3B,MAPK1,-0.263278431
ZBTB1,GLB1L2,-0.263261662
RREB1,ETS2,-0.263255858
PIK3CB,PTPN1,-0.263255177
NIT1,ETS2,-0.263244229
RREB1,FEV,-0.263207149
TMEM173,POU3F2,-0.263205591
SET,negative,-0.263201549
PRDM1,CSRNP1,-0.263190742
PLK4,PLEKHO2,-0.263173958
IGDCC3,negative,-0.263167845
PTPN1,MAP4K5,-0.263166063
JUN,BPGM,-0.263151264
ZBTB25,FOXA1,-0.263138494
CEBPB,STIL,-0.263117807
BPGM,CDKN1C,-0.263110793
CDKN1A,ETS2,-0.263108882
COL2A1,BCR,-0.263086849
FEV,RUNX1T1,-0.263080752
negative,STIL,-0.263076586
TGFBR2,DLX2,-0.263011173
BCL2L11,ETS2,-0.263002116
SAMD1,LYL1,-0.262976863
SET,SAMD1,-0.262931817
KLF1,KIF18B,-0.262904182
ZBTB25,PTPN9,-0.262899946
MAP7D1,FOXF1,-0.262897759
STIL,ETS2,-0.262886136
PTPN1,PIK3CB,-0.262883344
OSR2,PIK3CB,-0.262878735
KIF18B,HK2,-0.262871616
PRTG,MAPK1,-0.262870028
TBX2,TGFBR2,-0.262861561
TBX3,RREB1,-0.262855835
negative,POU3F2,-0.262831526
LYL1,ZBTB25,-0.262816147
KIF2C,RHOXF2B,-0.262807405
TSC22D1,MIDN,-0.262793525
EGR1,KIAA1804,-0.262788414
CEBPB,ETS2,-0.262764303
BCL2L11,FOXA1,-0.262750244
ARID1A,BCL2L11,-0.262733378
CBFA2T3,UBASH3A,-0.262724131
CEBPE,RUNX1T1,-0.262718132
POU3F2,ZNF318,-0.262714215
ISL2,CITED1,-0.262702006
KIF18B,MCOLN3,-0.262695129
SLC6A9,IGDCC3,-0.262675669
PRTG,GCH1,-0.262675505
FOSB,DLX2,-0.262663273
SET,MCOLN3,-0.262628853
CBL,CNNM4,-0.262626986
PIK3CB,CDKN1B,-0.262626985
IGDCC3,SLC38A2,-0.262614238
PTPN1,SNAI1,-0.262602962
LHX1,CNN1,-0.2625975
BPGM,ARRDC3,-0.262586887
MAPK1,SAMD1,-0.262583732
SAMD1,CNN1,-0.262580176
UBASH3B,MIDN,-0.262558351
negative,RHOXF2B,-0.262548512
SET,ZBTB25,-0.262508698
CBL,PLK4,-0.262497546
PTPN12,PRTG,-0.262486944
SGK1,RREB1,-0.262486119
S1PR2,BCL2L11,-0.262467912
PLEKHO2,FOXL2,-0.262467693
CLDN6,MAP2K6,-0.262451024
PTPN13,SLC38A2,-0.2624487
KIF18B,ZNF318,-0.262440007
BCORL1,FOXF1,-0.262433399
negative,CDKN1B,-0.262425181
STIL,CKS1B,-0.262424508
BCORL1,HOXB9,-0.262400863
LHX1,UBASH3A,-0.262398626
SET,BCL2L11,-0.262396688
UBASH3B,UBASH3B,-0.262392221
negative,KIAA1804,-0.262380205
PTPN9,MEIS1,-0.262370126
HK2,S1PR2,-0.262366186
MEIS1,CKS1B,-0.262337483
S1PR2,ETS2,-0.262333824
KIF18B,negative,-0.262333027
BPGM,FEV,-0.262294006
CBL,EGR1,-0.262232644
CLDN6,STIL,-0.262231987
CDKN1B,ELMSAN1,-0.262222763
KIF18B,EGR1,-0.26221702
PTPN1,MAP4K5,-0.262209597
JUN,ZC3HAV1,-0.262207436
IRF1,TBX3,-0.262203444
HK2,LHX1,-0.262199376
ZNF318,MAPK1,-0.262197951
TBX3,FOXA1,-0.262195151
PLEKHO2,BPGM,-0.262184581
UBASH3A,POU3F2,-0.262152436
KIF18B,negative,-0.262119083
CNN1,ZBTB1,-0.262115866
PTPN1,SLC38A2,-0.262103189
FOXF1,FEV,-0.262086462
ELMSAN1,HNF4A,-0.262077345
CDKN1B,KIAA1804,-0.262076516
HK2,ZBTB1,-0.262062848
KIF2C,ETS2,-0.262056139
POU3F2,CELF2,-0.262039362
BCL2L11,ZBTB1,-0.26202868
MAP7D1,CDKN1B,-0.262026458
IRF1,CELF2,-0.262014361
EGR1,POU3F2,-0.261986168
TBX3,BPGM,-0.261979749
CDKN1B,MCOLN3,-0.261949397
CITED1,ZBTB25,-0.26194273
FOXL2,OSR2,-0.261934489
ETS2,KIAA1804,-0.261931396
NCL,ARRDC3,-0.26191769
GLB1L2,C19orf26,-0.261917571
CELF2,KIAA1804,-0.261900924
negative,SET,-0.261895871
CSRNP1,PLEKHO2,-0.26189219
KIF18B,negative,-0.261859591
negative,ZBTB10,-0.261844193
negative,FOXA3,-0.261831375
negative,CDKN1A,-0.261804675
MAP4K3,MEIS1,-0.261788804
GLB1L2,PRTG,-0.261781129
negative,RREB1,-0.261778038
negative,KIAA1804,-0.261765743
BPGM,PTPN1,-0.261756377
ZBTB1,GLB1L2,-0.261750267
PLK4,GCH1,-0.261738288
SET,TSC22D1,-0.261730573
POU3F2,ZBTB25,-0.261717744
ISL2,PTPN1,-0.261689555
ZBTB1,CEBPB,-0.261686523
PTPN1,MCOLN3,-0.261672053
NCL,CDKN1B,-0.261667851
FOSB,MAP7D1,-0.261661582
MAML2,SNAI1,-0.261641768
ZNF318,POU3F2,-0.261624823
BCR,LHX1,-0.261589681
CNNM4,CNN1,-0.26157325
CEBPE,MAP2K3,-0.26154422
UBASH3B,MEIS1,-0.261542695
FOSB,CDKN1A,-0.261532152
RREB1,CELF2,-0.261530254
KIF18B,ZBTB25,-0.261526866
EGR1,HOXB9,-0.261524834
IKZF3,CEBPB,-0.261486546
NCL,NIT1,-0.261475079
MEIS1,RREB1,-0.261473795
LHX1,negative,-0.261473302
PLEKHO2,negative,-0.261448204
POU3F2,SET,-0.261440111
BCORL1,CBL,-0.261412012
UBASH3B,C19orf26,-0.261369344
ZNF318,CBL,-0.261361669
HK2,CEBPE,-0.261331934
CEBPE,LYL1,-0.261317926
BPGM,BCL2L11,-0.26130276
CBL,BPGM,-0.261293385
PTPN12,MAPK1,-0.261263747
ETS2,CNNM4,-0.26124879
GLB1L2,KMT2A,-0.261243804
PLEKHO2,CITED1,-0.261218802
PLK4,POU3F2,-0.261198298
CKS1B,MAP7D1,-0.261192642
OSR2,ELMSAN1,-0.261192519
ETS2,STIL,-0.261185938
POU3F2,C19orf26,-0.261175575
MAP7D1,S1PR2,-0.261157903
HK2,LHX1,-0.261132578
SET,FOXA3,-0.261116569
PEG10,ZBTB1,-0.261111966
CDKN1B,CNNM4,-0.261101683
MAP4K3,ZBTB1,-0.261099283
RUNX1T1,IER5L,-0.261088219
MAP7D1,CBFA2T3,-0.261085686
HK2,ARID1A,-0.261068586
STIL,CELF2,-0.26105061
FOXA3,PEG10,-0.261043713
MAPK1,C19orf26,-0.261037748
FOXA1,ZBTB1,-0.261031997
ETS2,MAP7D1,-0.26102184
PRDM1,TBX3,-0.261021064
HK2,C19orf26,-0.261016327
GLB1L2,CDKN1B,-0.261011964
MCOLN3,CDKN1B,-0.26099629
S1PR2,NIT1,-0.260983489
FEV,ZNF318,-0.260960684
ARID1A,ZBTB1,-0.26095494
FOSB,FOSB,-0.260954259
FOXL2,CLDN6,-0.260951055
LHX1,MAP4K3,-0.260914643
FOXA1,PTPN12,-0.260914056
C19orf26,UBASH3B,-0.260911373
BCL2L11,UBASH3B,-0.260909928
CNNM4,CNNM4,-0.260903768
FOXL2,KMT2A,-0.260903122
UBASH3A,MAPK1,-0.260890938
ARRDC3,CBL,-0.260874148
TBX2,MAP4K5,-0.2608559
KIF18B,GLB1L2,-0.260842822
ARRDC3,SET,-0.260826037
CDKN1B,MAP2K6,-0.260823467
RUNX1T1,COL1A1,-0.260796834
HNF4A,HNF4A,-0.260769629
CNNM4,CNNM4,-0.260746599
LHX1,TBX3,-0.260722679
TBX2,PRTG,-0.260711245
TBX2,MEIS1,-0.260688677
MAPK1,KIF2C,-0.260671666
LHX1,ETS2,-0.260665005
FOXA3,PLK4,-0.260640935
BCL2L11,RREB1,-0.260640191
NIT1,SAMD1,-0.260634972
ARID1A,HK2,-0.260617984
MAP4K3,LHX1,-0.260616351
CBFA2T3,negative,-0.260613185
SAMD1,CDKN1A,-0.26058518
CBFA2T3,C19orf26,-0.260584713
OSR2,negative,-0.260565405
OSR2,TBX3,-0.260563554
negative,DLX2,-0.260555646
KIF2C,CDKN1A,-0.260552454
KIAA1804,CELF2,-0.260529635
TSC22D1,C19orf26,-0.260527929
FOXL2,FOXF1,-0.260508386
STIL,SAMD1,-0.260503824
HNF4A,SLC6A9,-0.2605008
CDKN1A,KIF2C,-0.260498282
ARRDC3,UBASH3B,-0.260469791
MEIS1,LYL1,-0.260465725
MAP7D1,FOXL2,-0.260449367
KMT2A,CDKN1B,-0.260421154
LYL1,KMT2A,-0.260403271
CKS1B,CDKN1B,-0.260365622
negative,IGDCC3,-0.260353766
CNN1,KIF2C,-0.260336772
DLX2,KIF2C,-0.260326015
CDKN1B,MAP4K3,-0.260318762
CBFA2T3,PTPN9,-0.260309269
BPGM,CBFA2T3,-0.260296617
MAPK1,KIAA1804,-0.260291804
S1PR2,TGFBR2,-0.260291715
C19orf26,FEV,-0.260289532
ZBTB25,CITED1,-0.260277386
ZBTB1,NCL,-0.260275576
UBASH3A,CNNM4,-0.260267161
MAP2K6,PLEKHO2,-0.260255636
MEIS1,S1PR2,-0.260202238
MCOLN3,POU3F2,-0.260187512
OSR2,CLDN6,-0.260181683
KMT2A,CEBPE,-0.260178097
SLC4A1,MAP2K3,-0.260166835
MIDN,PTPN12,-0.260155452
ISL2,LHX1,-0.260154549
MAPK1,CDKN1B,-0.260146439
negative,CDKN1B,-0.260143625
UBASH3A,PRTG,-0.260138994
negative,IGDCC3,-0.260128994
CKS1B,CDKN1A,-0.260104275
MAP7D1,EGR1,-0.260069472
LHX1,PTPN12,-0.260068919
EGR1,KIF18B,-0.260061575
SET,TMSB4X,-0.260047693
DLX2,negative,-0.260042554
TBX3,RUNX1T1,-0.260028975
DLX2,FEV,-0.260015667
PRTG,EGR1,-0.260002523
KIAA1804,TMSB4X,-0.259987773
